#																
#	Time	dependensources	ate	Rivers	and											
#	Q1	is	river	Fal;	Q2	is	river	tressiliQ3	is	the	Truro;	Q4	is	the	STW	
T	Q(1)	 TR(1,1) 	 TR(1,2) 	 TR(1,3) 	Q(2)	 TR(2,1) 	 TR(2,2) 	 TR(2,3) 	Q(3)	 TR(3,1) 	 TR(3,2) 	 TR(3,3) 	Q(4)	 TR(4,1) 	 TR(4,2) 	 TR(4,3) 
s	m3/s	C	PSU	CFU100mL	m3/s	C	PSU	CFU100mLm3/s	m3/s	C	PSU	CFU100mLm3/s	m3/s	C	PSU	CFU100mL
2898000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2901600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2905200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2908800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2912400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2916000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2919600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2923200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2926800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2930400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2934000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2937600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2941200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2944800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2948400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2952000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2955600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2959200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2962800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2966400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2970000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2973600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2977200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2980800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2984400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2988000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2991600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2995200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
2998800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3002400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3006000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3009600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3013200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3016800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3020400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3024000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3027600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3031200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3034800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3038400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3042000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3045600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3049200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3052800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3056400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3060000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3063600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3067200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3070800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3074400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3078000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3081600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3085200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3088800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3092400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3096000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3099600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3103200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3106800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3110400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3114000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3117600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3121200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3124800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3128400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3132000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3135600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3139200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3142800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3146400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3150000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3153600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3157200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3160800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3164400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3168000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3171600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3175200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3178800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3182400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3186000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3189600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3193200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3196800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3200400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3204000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3207600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3211200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3214800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3218400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3222000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3225600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3229200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3232800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3236400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3240000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3243600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3247200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3250800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3254400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3258000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3261600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3265200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3268800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3272400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3276000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3279600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3283200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3286800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3290400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3294000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3297600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3301200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3304800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3308400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3312000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3315600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3319200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3322800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3326400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3330000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3333600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3337200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3340800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3344400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3348000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3351600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3355200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3358800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3362400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3366000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3369600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3373200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3376800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3380400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3384000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3387600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3391200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3394800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3398400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3402000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3405600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3409200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3412800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3416400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3420000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3423600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3427200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3430800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3434400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3438000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3441600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3445200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3448800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3452400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3456000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3459600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3463200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3466800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3470400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3474000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3477600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3481200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3484800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3488400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3492000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3495600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3499200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3502800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3506400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3510000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3513600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3517200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3520800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3524400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3528000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3531600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3535200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3538800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3542400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3546000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3549600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3553200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3556800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3560400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3564000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3567600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3571200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3574800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3578400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3582000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3585600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3589200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3592800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3596400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3600000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3603600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3607200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3610800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3614400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3618000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3621600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3625200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3628800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3632400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3636000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3639600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3643200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3646800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3650400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3654000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3657600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3661200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3664800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3668400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3672000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3675600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3679200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3682800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3686400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3690000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3693600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3697200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3700800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3704400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3708000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3711600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3715200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3718800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3722400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3726000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3729600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3733200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3736800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3740400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3744000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3747600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3751200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3754800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3758400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3762000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3765600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3769200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3772800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3776400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3780000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3783600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3787200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3790800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3794400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3798000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3801600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3805200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3808800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3812400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3816000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3819600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3823200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3826800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3830400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3834000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3837600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3841200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3844800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3848400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3852000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3855600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3859200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3862800	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3866400	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3870000	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3873600	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
3877200	2.025	8.5	1	0	1.2	8.5	1	0	0.377	8.5	1	0	0.127	10	1	100
